編號,銀行,信用卡,國內現金回饋,國外現金回饋,關鍵字,產品特色,限制,首刷禮,首刷優惠,手續費,年費,最低年收入,最低年齡,,,
69,滙豐銀行,中華航空聯名御璽卡,0.00%,0.00%,"里程累積
旅遊優惠","海外消費NT15元/1哩、國內消費NT25元/1哩 華夏哩程；於華航/華信網站刷卡購買華航、華信機票，另享額外25%優惠哩程。
中華航空全球優先辦理搭機報到手續及登機禮遇
一年2次免費國際機場接或送；一年45天免費國際機場停車。
最高2,500萬公共運輸工具旅遊平安險及旅遊不便險。
中華航空機上免稅品享9折。","哩程累積每達500哩，銀行自動將哩程以每500哩為單位於下期帳單結帳日轉華夏會員帳戶
以滙豐(台灣)信用卡支付全額公共運輸交通工具費用，或參加旅行團時支付旅遊團費總額之80%(含公共運輸交通工具費用)以上，即享有高額旅行平安險及旅遊不便險。","新戶首刷好禮2選1：24吋香檳金鋁框行李箱或華航哩程3,000哩
加碼好禮：中華航空免費貴賓室使用券
新戶線上完整3步驟申辦，享加碼贈NT$100刷卡金。
條件
活動期間內申辦滙豐．華航御璽卡正卡，於核卡30天內正卡累積消費達NT$3,000(含)以上，且繳交年費即可獲得首刷好禮2選1。活動期間：2018/1/1~2018/6/30。
符合首刷禮條件除好禮2選1再享加碼好禮。活動至2018/6/30。","<活動一>華航全球航線95折
<活動二>滙豐信用卡聰明刷保費享加碼回饋300元7-11禮券
條件
<活動一>活動期間刷滙豐信用卡透過滙豐官網購票優惠入口購買中華航空機票，享購票不限艙等95折。至2018/12/31。
<活動二>以滙豐信用卡成功扣繳保費累積超過NT$45,000元(含)享額外7-11禮券回饋。活動期間2018/1/1至2018/12/31。",1.50%,正卡年費 :NT$ 2500,"$400,000",20,0.0000,https://q-fa.bstatic.com/xdata/images/xphoto/1236x412/34604175.jpg?k=6b4819825ec6fed42ff8d9af5e0271d349312e4368d835502db8eeb7e7fe9a7f&o=,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjkjK_DxenbAhXQ62EKHTdZAGUQFggnMAA&url=http%3A%2F%2Fwww.hsbc.com.tw%2F&usg=AOvVaw14KwaiFbUMmCjOLK00FXfh
70,滙豐銀行,中華航空聯名無限卡,0.00%,0.00%,"里程累積
旅遊優惠","海外消費NT15元/1哩、國內消費NT25元/1哩 華夏哩程。於華航/華信網站刷卡購買華航、華信機票，另享額外25%優惠哩程；每年續卡再送20000哩。
華航金卡會籍2年 (正卡人及一位附卡人)
一年4次免費賓士/LEXUS國際機場接或送；一年60天免費國際機場停車。
最高5,000萬公共運輸工具旅遊平安險及旅遊不便險。
享華航商務艙購票77折起","哩程累積每達500哩，銀行自動將哩程以每500哩為單位於下期帳單結帳日轉華夏會員帳戶
以滙豐(台灣)信用卡支付全額公共運輸交通工具費用，或參加旅行團時支付旅遊團費總額之80%(含公共運輸交通工具費用)以上，即享有高額旅行平安險及旅遊不便險。","新戶首刷好禮3選1：台北/高雄至香港商務艙來回機票1張或台北/台南/高雄至香港經濟艙來回機票2張或華航哩程20,000哩
加碼好禮：華航哩程5,000哩
新戶線上完整3步驟申辦，享加碼贈NT$100刷卡金。
條件
活動期間內申辦滙豐．華航無限卡正卡，於核卡30天內正卡累積消費達NT$10,000(含)以上，且繳交年費即可獲得首刷好禮3選1。活動期間：2018/1/1~2018/6/30。
符合首刷禮條件除好禮3選1再享加碼好禮。活動至2018/6/30。","<活動一>華航全球航線95折
<活動二>滙豐信用卡聰明刷保費享加碼回饋300元7-11禮券
條件
<活動一>活動期間刷滙豐信用卡透過滙豐官網購票優惠入口購買中華航空機票，享購票不限艙等95折。至2018/12/31。
<活動二>以滙豐信用卡成功扣繳保費累積超過NT$45,000元(含)享額外7-11禮券回饋。活動期間2018/1/1至2018/12/31。",1.50%,正卡年費 :NT$ 20000,"$2,000,000",20,0.0000,https://q-fa.bstatic.com/xdata/images/xphoto/1236x412/34604175.jpg?k=6b4819825ec6fed42ff8d9af5e0271d349312e4368d835502db8eeb7e7fe9a7f&o=,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjkjK_DxenbAhXQ62EKHTdZAGUQFggnMAA&url=http%3A%2F%2Fwww.hsbc.com.tw%2F&usg=AOvVaw14KwaiFbUMmCjOLK00FXfh
71,滙豐銀行 ,現金回饋御璽卡,1.22%,2.20%,"國外刷卡優惠
旅遊優惠","大方現金回饋：國內消費享現金回饋1.22%、海外消費享現金回饋2.22%．無消費門檻、無級距門檻。不限保險公司，刷保費也是1.22%現金回饋。回饋終身有效，自動折抵帳單金額。
homeandAway優惠計劃：全球逾160個國家及地區，超過27,000商戶的精選優惠。國際機場接/送單程NT$588。
全方位旅遊保障：享2,000萬公共運輸交通工具旅遊平安險、10萬海外全程意外傷害醫療保險、班機延誤及行李延誤遺失等旅遊不便險。","現金積點回饋活動至2018/06/30止，每年累計最高回饋之現金積點國內消費以3萬點為上限; 海外消費以3萬點為上限。該年度超過現金積點上限後之消費，則不再享有現金積點回饋。
首年免年費只限新戶","新戶線上完整3步驟申辦，享加碼贈NT$100刷卡金。
條件
活動期間內正卡新戶，使用線上3步驟完成信用卡申請，並勾選電子帳單，符合新戶首刷禮資格後(於核卡30天內不限金額任刷一筆)，享線上申辦加碼禮NT$100刷卡金。至2018/06/30。線上3步驟申辦：線上完整填寫申請書，上傳身份證(正反面)、財力證明，完成身份驗證(電子身份驗證或回傳申請書親簽函)。","滙豐信用卡聰明刷保費享加碼回饋300元7-11禮券
條件
以滙豐信用卡成功扣繳保費累積超過NT$45,000元(含)享額外7-11禮券回饋。活動期間2018/1/1至2018/12/31。",1.50%,"正卡年費:御璽卡NT$2000 首年免年費
免年費條件：新戶申辦現金回饋御璽卡，享首年免年費(新戶定義為核卡前6個月內未持有滙豐銀行信用卡正卡或附卡)；次年起前一年之累積金額達15萬元或不限金額消費達12次，享續卡免收年費優惠。","$400,000",20,0.0342,https://q-fa.bstatic.com/xdata/images/xphoto/1236x412/34604175.jpg?k=6b4819825ec6fed42ff8d9af5e0271d349312e4368d835502db8eeb7e7fe9a7f&o=,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjkjK_DxenbAhXQ62EKHTdZAGUQFggnMAA&url=http%3A%2F%2Fwww.hsbc.com.tw%2F&usg=AOvVaw14KwaiFbUMmCjOLK00FXfh
72,凱基銀行,現金回饋鈦金卡,1.20%,1.20%,N/A,"不限通路、不限門檻，回饋無上限：一般通路消費均享0.7%回饋；持現金回饋卡13個月起享0.8%回饋；持現金回饋卡25個月起享0.9%回饋；持現金回饋卡37個月起享1.2%回饋。
2018/4/1~6/30當季新增一般消費：滿50,000元再享300元回饋；滿100,000元再享800元回饋。",活動期間：2018/1/1~2018/12/31，刷卡金於次期直接回饋入帳 扣抵新增消費。,"新戶好禮4選1：500元刷卡金/24吋行李箱/諾帝亞9吋靜音循環扇/MONCROSS香檳紫陶瓷不沾鍋具組
條件：核卡後30天內一般消費合計3筆(含)以上，每筆入帳金額888元以上。至2018/6/30。",N/A,1.50%,"正卡年費:鈦金卡NT$3000 首年免年費
免年費條件：當年度消費6次，即可享次年度免年費。","$250,000",20,0.0240,http://www.ntpu.edu.tw/files/event/20170124114506.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiOpIjixenbAhUMd94KHdOJChYQFggnMAA&url=https%3A%2F%2Fwww.kgibank.com%2F&usg=AOvVaw2xsJSSnOzWFfpikaDeB7Mo
73,凱基銀行,現金回饋御璽卡,1.20%,1.20%,N/A,"不限通路、不限門檻，回饋無上限：一般通路消費均享0.7%回饋；持現金回饋卡13個月起享0.8%回饋；持現金回饋卡25個月起享0.9%回饋；持現金回饋卡37個月起享1.2%回饋。
2018/4/1~6/30當季新增一般消費：滿50,000元再享300元回饋；滿100,000元再享800元回饋。",活動期間：2018/1/1~2018/12/31，刷卡金於次期直接回饋入帳 扣抵新增消費。,"新戶好禮4選1：500元刷卡金/24吋行李箱/諾帝亞9吋靜音循環扇/MONCROSS香檳紫陶瓷不沾鍋具組
條件：核卡後30天內一般消費合計3筆(含)以上，每筆入帳金額888元以上。至2018/6/30。",N/A,1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：當年度消費6次，即可享次年度免年費。","$250,000",20,0.0240,http://www.ntpu.edu.tw/files/event/20170124114506.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiOpIjixenbAhUMd94KHdOJChYQFggnMAA&url=https%3A%2F%2Fwww.kgibank.com%2F&usg=AOvVaw2xsJSSnOzWFfpikaDeB7Mo
74,凱基銀行,魔fun悠遊御璽卡,1.00%,1.00%,"電影
電子支付功能(悠遊卡、一卡通、iCash)","現金點回饋1點＝1元；ㄧ般消費最高1%回饋．活動至2018/12/31
指定影城看電影享40%~100%%現金點回饋：活動至2018/12/31
2大連鎖KTV享4%現金點回饋","當期結帳新增消費＊49,999元以下，享0.5%現金點回饋；當期結帳新增消費＊50,000元以上，享1%現金點回饋。 凱基現金點注意事項：當期結帳新增消費之計算，不含全國加油站、電影優惠與代繳費用等
當期結帳新增消費NT5萬以下，享0.5%現金點數回饋;消費NT5萬以上，享1%現金點數回饋。MB現金點每年回饋上限20,000點
電影優惠不需電話預約，3,000元(含)~7,999元(含)享當期結帳內指定影城消費40%現金點回饋，且單日回饋上限300點，每期帳單最高回饋600點；8,000元(含) ~29,999元(含)享當期結帳內指定影城消費60%現金點回饋，且單日回饋上限300點，每期帳單最高回饋1,000點；30,000元(含)以上享當期結帳內指定影城消費100%現金點回饋，且單日回饋上限600點，每期帳單最高回饋1,200點。","魔FUN卡新戶獨享 首刷好禮2選1：7-ELEVEN虛擬商品卡購物金500元 或 樂活網電影票2張
條件：活動期間新戶申辦魔FUN卡，並於核卡後30天內一般消費(分期以首期金額計算)合計3筆(含)以上，每筆入帳金額888元(含)以上，即贈好禮2選1。活動期間：即日起至2018/6/30",N/A,1.50%,"正卡年費:御璽卡NT$3000 首年免年費
免年費條件：年度消費6次即可享次年免年費","$400,000",20,0.0200,http://www.ntpu.edu.tw/files/event/20170124114506.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiOpIjixenbAhUMd94KHdOJChYQFggnMAA&url=https%3A%2F%2Fwww.kgibank.com%2F&usg=AOvVaw2xsJSSnOzWFfpikaDeB7Mo
75,凱基銀行,京華城聯名卡,0.00%,0.00%,"通路聯名
電影","京華城館內購物，當日刷卡單筆每滿6,000元以上，即可享2%商品券高額回饋
京華城喜滿客影城電影票買一送一優惠",N/A,N/A,N/A,1.50%,"正卡年費:普卡NT$500,白金卡NT$3000 首年免年費
免年費條件：白金卡第一年免年費，當年度消費12次或累積消費達6萬元，即可享次年度免年費。普卡第一年免年費，當年度消費乙次不限金額，即可享次年度免年費。",N/A,20,0.0000,http://www.ntpu.edu.tw/files/event/20170124114506.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwiOpIjixenbAhUMd94KHdOJChYQFggnMAA&url=https%3A%2F%2Fwww.kgibank.com%2F&usg=AOvVaw2xsJSSnOzWFfpikaDeB7Mo
76,聯邦銀行,樂活悠遊御璽卡,2.00%,0.50%,"旅遊優惠
加油停車
通路聯名
電子支付功能(悠遊卡、一卡通、iCash)","指定量販消費最高享0.7%現金回饋，餐廳類消費享1%（行動支付付款享3%），一般消費享0.5%現金回饋．活動至2018/12/31
每日市區停車2小時優惠
2000萬旅遊平安險保障","現金回饋每年度最高為5000元，餐廳類回饋每月上限300元，指定量販商店明細，請見官網。
單卡前月有新增一般消費 達8,000元(含)以上，當月持卡至停車場享每次2小時免費停車","好禮4選1：刷卡金500元/16吋直立式風扇/手持直立兩用吸塵器/20吋寶藍色登機箱
條件：新戶核卡後30日內，新增一般消費累積達1,688元且不限地點首次自動加值。至2018/6/30。","<活動一>偶數日一般消費+自動加值單筆滿888元(含)以上享2％現金回饋。活動至2018/12/31
條件：<活動一>當月奇數日任三天各有一筆，使用Apple Pay、 Samsung Pay、Android Pay、與Hami Wallet NFC感應支付不限金額消費或單筆滿888元之新增一般消費，享當月偶數日消費單筆NT$888以上2%刷卡金回饋，每戶每月最高回饋NT$1萬。活動至2018/12/31。",1.50%,"正卡年費:御璽卡NT$2000 首年免年費
免年費條件：年消費達NT$1萬或 不限金額10次","$200,000",20,0.0250,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
77,聯邦銀行,幸福御守御璽卡,2.00%,1.50%,N/A,"國內消費0.5％現金回饋，國外消費1.5％
當月新增一般消費(排除保險類交易)達NT$3,600(含)以上，享當月「保險類別交易」現金回饋1.2%，活動期間之「保險類別交易」回饋金額1萬元(含)為上限。","全省家樂福及大統集團之新增消費現金回饋上限5000元，其他消費回饋無限制
「保險類別交易」1.2%回饋活動至2018/12/31。","好禮4選1：刷卡金500元/16吋直立式風扇/手持直立兩用吸塵器/20吋寶藍色登機箱
條件：新戶核卡後30日內，新增一般消費累積達1,688元且不限地點首次自動加值。至2018/6/30。","<活動一>偶數日一般消費+自動加值單筆滿888元(含)以上享2％現金回饋。活動至2018/12/31
<活動二>符合條件可享當月「保險類別交易」1.2%現金回饋(含原始回饋)。
條件：<活動一>當月奇數日任三天各有一筆，使用Apple Pay、 Samsung Pay、Android Pay、與Hami Wallet NFC感應支付不限金額消費或單筆滿888元之新增一般消費，享當月偶數日消費單筆NT$888以上2%刷卡金回饋，每戶每月最高回饋NT$1萬。活動至2018/12/31。
<活動二> 當月新增一般消費(排除保險類交易)達3,600元(含以上)，可享此加碼現金回饋。活動期間之「保險類別交易」回饋金額以1萬元(含)為上限。活動至2018/12/31。",1.50%,"正卡年費:御璽卡NT$2000 首年免年費
免年費條件：年消費達NT$6萬","$650,000",20,0.0350,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
78,聯邦銀行,順發聯名卡,0.80%,0.30%,N/A,店內每筆消費金額可享0.8%現金回饋(0.2%會員迴轉金+0.6%銀行點回饋)，店外消費可享0.3%銀行點回饋,銀行點一點可抵店內消費1元,,,1.50%,"正卡年費：白金卡NT$1000 首年免年費
免年費條件：首年免年費，年度消費累積達NT$1萬 或 不限金額10次","$200,000",20,0.0110,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
79,聯邦銀行,理財型白金卡,0.70%,0.70%,旅遊優惠,"繳交年費NT$5,000後，月回饋NT$450，全年共回饋NT$5,400 ; 每月回饋金以外，再享0.7%現金回饋
3000萬元高額旅平險及旅遊不便險",每月消費額需大於450元，才可享每月450元現金回饋,,"<活動一>偶數日一般消費+自動加值單筆滿888元(含)以上享2％現金回饋。活動至2018/12/31
條件：<活動一>當月奇數日任三天各有一筆，使用Apple Pay、 Samsung Pay、Android Pay、與Hami Wallet NFC感應支付不限金額消費或單筆滿888元之新增一般消費，享當月偶數日消費單筆NT$888以上2%刷卡金回饋，每戶每月最高回饋NT$1萬。活動至2018/12/31。",1.50%,"正卡年費：NT$ 5,000.00","$650,000",20,0.0140,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
80,聯邦銀行,農金一卡通聯名卡,0.50%,0.50%,"加油停車
電子支付功能(悠遊卡、一卡通、iCash)","一般新增消費享0.5%刷卡金
免費道路救援
免費機場外圍停車",N/A,N/A,N/A,1.50%,"正卡年費: 晶緻卡NT$1000 首年免年費
免年費條件：首年免年費，年度消費累積達NT$1萬 或 不限金額10次",N/A,20,0.0100,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
81,聯邦銀行,法拉利一卡通聯名卡,0.50%,0.80%,"加油停車
電子支付功能(悠遊卡、一卡通、iCash)
網路購物","加油/國內外網路消費單期帳單享1%現金回饋．活動至2018/12/31
國外新增消費0.8％現金回饋，國內0.5％
於法拉利網站享有購物85折優惠",單期帳單累積消費超過3000元享1%現金回饋，每月上限300元,"新戶首刷禮：法拉利休閒側背包
第二重 法拉利白金卡新戶 精選滿額禮「法拉利經典錶款」乙份
條件：新戶核卡後30日內，新增一般消費累積達1,688(含)以上，且不限地點首次自動加值。活動至2018/6/30。
新戶核卡60日內，新增一般消費滿300,000(含)以上，即可獲得滿額禮。至2018/6/30。","<活動一>偶數日一般消費+自動加值單筆滿888元(含)以上享2％現金回饋。活動至2018/12/31
條件：<活動一>當月奇數日任三天各有一筆，使用Apple Pay、 Samsung Pay、Android Pay、與Hami Wallet NFC感應支付不限金額消費或單筆滿888元之新增一般消費，享當月偶數日消費單筆NT$888以上2%刷卡金回饋，每戶每月最高回饋NT$1萬。活動至2018/12/31。",1.50%,"正卡年費: 白金卡NT$1000 首年免年費
免年費條件：年消費達NT$1萬或 不限金額10次","$200,000",20,0.0130,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
82,聯邦銀行,F1 加油卡,0.50%,0.50%,N/A,白金卡享0.5%現金回饋、金普卡享0.3%現金回饋,N/A,N/A,N/A,1.50%,"正卡年費: 白金卡NT$1000 首年免年費
免年費條件：首年免年費，年度消費累積達NT$1萬 或 不限金額10次","$200,000",20,0.0100,https://pic.pimg.tw/ace0156/1477364416-149389846.jpg,https://www.google.com/url?sa=t&rct=j&q=&esrc=s&source=web&cd=1&cad=rja&uact=8&ved=0ahUKEwjcvc_xxenbAhWQMt4KHcYUDnoQFggnMAA&url=https%3A%2F%2Fcard.ubot.com.tw%2F&usg=AOvVaw0S9oBll5H0FQuyj2-6jYHr
